path,type,action,reason,safe_to_delete,notes
results/real_data_missingness_full_intersection_causal_history/historical_test/full_intersection_missingness_validation.md,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_000_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_001_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_002_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_003_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_004_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_005_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_006_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_007_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_000_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_001_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_002_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_003_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_004_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_005_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_006_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_007_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_000_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_001_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_002_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_003_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_004_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_005_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_006_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_007_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_000_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_001_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_002_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_003_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_004_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_005_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_006_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_007_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
