日期,时段,速度等级,最小平均速度,最大平均速度,平均平均速度,记录数
05-20,凌晨,5,5.64854124444,107.608038937,38.50446887975189,384300
05-20,凌晨,6,5.34266675556,102.768,35.24945634589583,258100
05-20,凌晨,7,2.0,111.755,28.49941098688946,205660
05-20,上午,2,3.2626122659,97.2583893333,65.49473856839529,2440
05-20,上午,3,3.93339204753,96.6476213333,69.70497546767864,7320
05-20,上午,4,2.06687296552,82.8344548889,50.43729032949885,45140
05-20,上午,5,2.37594655556,107.02,35.10756879015359,384300
05-20,上午,6,3.09268311111,105.148,31.921642510888052,258100
05-20,上午,7,3.95231774444,83.8588,26.133873157121332,205660
05-20,中午,2,5.80324191111,91.348376201,54.37398349883575,1708
05-20,中午,3,5.97161542222,87.6577326667,67.87952435718965,5124
05-20,中午,4,2.22000055556,82.7796062549,47.546665439166574,31598
05-20,中午,5,2.68614468889,82.5084374242,33.18374233962864,269010
05-20,中午,6,2.62815602222,92.3698933333,29.64814766720556,180670
05-20,中午,7,4.27379422222,72.0099108889,24.55893783297119,143962
05-20,下午,2,8.15475102791,87.5178719044,47.46651255343276,1708
05-20,下午,3,5.31162097778,85.1898324444,65.68119614876069,5124
05-20,下午,4,5.81460892874,73.1046939524,44.47041119491869,31598
05-20,下午,5,3.08188564751,82.6214,32.61426835316427,269010
05-20,下午,6,2.0,81.7032691249,29.273652610827895,180670
05-20,下午,7,2.03870555556,75.9083257225,24.486565362084505,143962
05-20,傍晚,2,6.49659899599,87.3749745357,49.959723212454634,1464
05-20,傍晚,3,4.42410825287,86.4871693333,62.318852239158666,4392
05-20,傍晚,4,3.29298601801,80.9444766448,44.90919778524858,27084
05-20,傍晚,5,2.70904979303,77.4119272117,31.470113544483777,230580
05-20,傍晚,6,2.45388206743,92.4202324805,28.155302192951375,154860
05-20,傍晚,7,3.81343655434,81.2319595556,23.535652652643464,123396
05-20,晚上,2,4.2075908,88.495216,68.99048915378482,1952
05-20,晚上,3,6.453889,85.1399108889,67.93051932690774,5856
05-20,晚上,4,5.3682408,79.6529513333,53.52009839691571,36112
05-20,晚上,5,4.0,91.2560106481,35.364557167343655,307440
05-20,晚上,6,2.72538893333,87.5143314545,32.16483702721713,206480
05-20,晚上,7,5.48690146667,81.3121,26.07443784113668,164528
05-21,凌晨,2,31.6886086667,96.9801362222,86.5602891172112,1220
05-21,凌晨,3,56.2713415556,103.019826667,88.32684235814376,1220
05-21,凌晨,4,6.488312,94.3563144852,63.31916488103225,47580
05-21,凌晨,5,5.59059024444,98.8918173104,39.57698774209574,390020
05-21,凌晨,6,2.28483888889,107.563,34.8914880334645,260400
05-21,凌晨,7,12.2500701574,87.7518812433,28.75864098048811,201300
05-21,凌晨,8,17.8012817355,79.1442056337,32.765455287711966,1220
05-21,上午,2,5.52539015556,92.7262382222,66.26230045124075,1220
05-21,上午,3,2.00874714335,100.865343556,89.30014387851939,1220
05-21,上午,4,3.49414787654,97.402678296,53.49931336721308,47580
05-21,上午,5,2.59376804444,105.678,36.33707560415426,390020
05-21,上午,6,3.81853103096,94.1640292108,31.571429764466338,260400
05-21,上午,7,3.21008735556,83.7008,26.153143136424813,201300
05-21,上午,8,8.32353121618,41.0485776271,19.16585699220712,1220
05-21,中午,2,6.40709588889,85.061483213,49.99474481627099,854
05-21,中午,3,2.02888666667,99.4231475556,89.95147838358517,854
05-21,中午,4,3.3383896269,84.4229886667,50.63019736690146,33306
05-21,中午,5,2.55187946199,81.7511571429,34.01426238642662,273014
05-21,中午,6,3.99020084444,74.41655,29.529831676031836,182280
05-21,中午,7,3.37122182222,68.0123262222,24.197086764615953,140910
05-21,中午,8,6.97788820652,26.5950126667,15.335540966052088,854
05-21,下午,2,8.51990708889,83.5981050572,44.24694033807474,854
05-21,下午,3,84.1796126667,96.700704583,91.7073113330704,854
05-21,下午,4,3.35381838774,80.6492571111,48.37867294181059,33306
05-21,下午,5,2.97183637778,89.3220890355,33.38066486327967,273014
05-21,下午,6,3.91432002222,70.9348463889,29.024149307286457,182280
05-21,下午,7,2.98509130077,78.4286,24.032733686507207,140910
05-21,下午,8,9.0112656,26.7726779111,15.586195153023256,854
05-21,傍晚,2,8.52909993216,87.1986281414,44.88575386930324,732
05-21,傍晚,3,81.3000488889,97.31235159,91.29838132262225,732
05-21,傍晚,4,2.31558077778,83.1773657778,47.61188732645127,28548
05-21,傍晚,5,2.96762383065,77.3935828571,32.15481881828329,234012
05-21,傍晚,6,3.99854837618,68.9787447381,28.022562774464863,156240
05-21,傍晚,7,3.74921172222,67.2812588889,23.185986242048887,120780
05-21,傍晚,8,8.88694744444,31.244190692,20.282118490568564,732
05-21,晚上,2,5.76714077778,87.849316,67.5691987851738,976
05-21,晚上,3,81.7989493333,95.9302251111,90.42774995893095,976
05-21,晚上,4,3.66793082222,84.5512186667,56.226446038420406,38064
05-21,晚上,5,3.83504857778,77.5113837778,36.22275850657705,312016
05-21,晚上,6,3.69689204685,92.5734,31.63272754655427,208320
05-21,晚上,7,4.67013014201,76.397,26.032135584003015,161040
05-21,晚上,8,11.2040639778,52.0737948889,27.374838206159623,976
05-22,凌晨,2,21.0984928889,92.0467762222,83.48149572323413,1220
05-22,凌晨,3,5.58699013333,101.514800972,80.17609854257746,2440
05-22,凌晨,4,6.59743044444,88.5567257778,64.06269771463165,54680
05-22,凌晨,5,5.20676711111,101.077081101,39.20579205681068,395660
05-22,凌晨,6,3.51389804088,111.153184,35.47685387754435,246440
05-22,凌晨,7,2.10681152653,103.042594286,27.789879652532278,202520
05-22,上午,2,8.3313626,91.1835835556,75.29072399955652,1220
05-22,上午,3,10.2833484696,96.7175535556,80.98168913487889,2440
05-22,上午,4,3.03715451111,98.3985870204,54.24692700501254,54680
05-22,上午,5,2.82585057778,99.8239,36.087006604047154,395660
05-22,上午,6,2.9850802,83.4477,31.91445198723171,246440
05-22,上午,7,4.01421048889,88.2414,25.61253896720837,202520
05-22,中午,2,7.85048128889,87.3609496006,63.68846904734588,854
05-22,中午,3,12.3131917995,90.3759542222,73.88006470464637,1708
05-22,中午,4,5.49859076498,78.6583284444,50.721342042321254,38276
05-22,中午,5,2.88114882587,71.1519526089,34.22893154500082,276962
05-22,中午,6,3.12930728571,70.8584574347,29.30769083022073,172508
05-22,中午,7,4.01767432346,63.6258797178,23.48382657044393,141764
05-22,下午,2,11.1410553778,88.9044935019,57.70975132484549,854
05-22,下午,3,5.88122194023,88.562786,63.55179434895851,1708
05-22,下午,4,4.18713211111,77.1239698155,46.056576482547506,38276
05-22,下午,5,3.36692024185,89.3220890355,33.636944879765615,276962
05-22,下午,6,3.01111406667,83.9425,28.870415605146437,172508
05-22,下午,7,3.77144514286,64.9836316082,23.334748809168115,141764
05-22,傍晚,2,10.6899194187,87.7547059986,51.88085111324975,732
05-22,傍晚,3,4.92293147126,90.625906,63.904550695624934,1464
05-22,傍晚,4,2.67728824716,77.9361137778,45.36577581302225,32808
05-22,傍晚,5,3.19235084444,82.7778,32.297679641800734,237396
05-22,傍晚,6,2.10558031954,72.2665,27.828218326273138,147864
05-22,傍晚,7,3.09581797778,70.7869046667,22.304476393143787,121512
05-22,晚上,2,6.82036015556,84.8671073333,69.61392156611241,976
05-22,晚上,3,5.9030354,89.713548,73.4985445060816,1952
05-22,晚上,4,6.0,82.9268662222,56.68043717024388,43744
05-22,晚上,5,3.88996944444,85.3864155577,35.90139975294125,316528
05-22,晚上,6,3.52947244444,82.8114,31.94527238683521,197152
05-22,晚上,7,3.90180524444,87.652099374,24.928227919831826,162016
05-23,凌晨,2,58.8394517778,94.7635131111,82.57062881879781,1220
05-23,凌晨,3,8.69030953333,93.4231451877,81.2447448314721,3660
05-23,凌晨,4,6.76116886667,107.752,65.31145735103229,51460
05-23,凌晨,5,5.88392851111,109.072208333,38.09244032935852,378200
05-23,凌晨,6,2.0,117.130046599,35.82234203782576,237840
05-23,凌晨,7,2.10681152653,88.4726,27.916235400302064,230580
05-23,上午,2,16.2784906667,90.8306197778,57.68403889748477,1220
05-23,上午,3,4.48760524444,90.8404506667,76.4972040277079,3660
05-23,上午,4,2.2832243908,97.5579685403,54.19892763795168,51460
05-23,上午,5,2.22416245977,88.1751400995,35.19466765364098,378200
05-23,上午,6,2.0,95.7608979337,32.57768675183076,237840
05-23,上午,7,3.576853,104.026,25.619794869720735,230580
05-23,中午,2,45.7710442222,80.9745413333,64.30189800903503,854
05-23,中午,3,12.5079664368,84.3786611111,74.9504124087898,2562
05-23,中午,4,4.39848513943,85.5676076774,49.36538267617964,36022
05-23,中午,5,2.55187946199,72.1389402222,32.822247316992716,264740
05-23,中午,6,3.53301382867,86.3174670317,30.15002553524242,166488
05-23,中午,7,2.0,75.6127,23.59323491195387,161406
05-23,下午,2,14.3281068889,75.196280312,59.260327590559825,854
05-23,下午,3,6.25141251111,84.3201846667,74.57040176039777,2562
05-23,下午,4,4.26315889942,87.7028497672,45.97838875326131,36022
05-23,下午,5,2.97183637778,74.2840499996,32.36331468822059,264740
05-23,下午,6,3.07199031737,78.2575,29.521271013420137,166488
05-23,下午,7,3.77110400989,69.284051062,23.457781987143687,161406
05-23,傍晚,2,14.2193033333,77.6987977778,63.53956782354192,732
05-23,傍晚,3,19.195924,85.217718671,72.23381073726964,2196
05-23,傍晚,4,2.73132122222,85.9903337258,45.22576871075984,30876
05-23,傍晚,5,2.28440008889,83.2109029526,31.36125623154227,226920
05-23,傍晚,6,3.06160284444,74.8848447252,28.196950157493248,142704
05-23,傍晚,7,3.67954119937,78.0156,22.54403987829128,138348
05-23,晚上,2,40.5339315556,90.0828513333,72.08555426446867,976
05-23,晚上,3,25.8916324444,84.4807335556,74.2096231636372,2928
05-23,晚上,4,4.35876782222,83.3470251111,57.14288254781857,41168
05-23,晚上,5,3.46643708889,86.0627089705,35.13979477129094,302560
05-23,晚上,6,3.19564304444,96.4217552214,32.27433884332987,190272
05-23,晚上,7,3.74525393333,75.4170869028,25.224933609420102,184464
05-24,凌晨,3,49.310084,88.2344611111,72.21256221608147,2440
05-24,凌晨,4,3.24966566667,90.4719562222,65.42519253123413,48800
05-24,凌晨,5,4.93072722222,108.0,38.46546474198568,408800
05-24,凌晨,6,2.0,112.123912667,35.846859081237135,253820
05-24,凌晨,7,4.25881,88.4848122449,28.155271836691217,189100
05-24,上午,3,28.5988366667,90.5263564444,67.59372975998653,2440
05-24,上午,4,3.75517864444,89.1082046667,53.94858211626217,48800
05-24,上午,5,2.39638002146,107.02,35.29355821750812,408800
05-24,上午,6,2.71743043739,96.1493,32.88131152539708,253820
05-24,上午,7,3.06945871111,83.4642,26.288616405506158,189100
05-24,中午,3,28.1146963207,81.3376131111,66.4287051315958,1708
05-24,中午,4,2.24926291954,79.7497035556,50.43433541578895,34160
05-24,中午,5,2.909602,95.4675029616,32.83634416476642,286160
05-24,中午,6,3.70239003612,68.8956584444,30.76506440614468,177674
05-24,中午,7,3.79535324444,71.5341967778,24.191881203106504,132370
05-24,下午,3,6.26033504629,79.0261333333,64.94141490987286,1708
05-24,下午,4,2.7315071943,80.6790791176,47.61542573670656,34160
05-24,下午,5,2.32123017778,92.7998416667,32.07077198371023,286160
05-24,下午,6,3.6979555873,76.6901419078,30.30454078729156,177674
05-24,下午,7,3.2165782,76.5884,23.898598032946303,132370
05-24,傍晚,3,11.5774044889,75.5456077778,60.442590611134726,1464
05-24,傍晚,4,2.88100882082,79.5749222222,46.323927286062585,29280
05-24,傍晚,5,3.20071173673,81.864768626,30.69001203153964,245280
05-24,傍晚,6,2.61686,66.8826913333,29.023006932478204,152292
05-24,傍晚,7,2.95872666667,62.8880050927,22.99533221048218,113460
05-24,晚上,3,9.71393744828,84.5859424444,64.46840602848414,1952
05-24,晚上,4,3.36925071111,83.9068095556,57.781876679886835,39040
05-24,晚上,5,3.6757326,101.393277778,35.03586372612146,327040
05-24,晚上,6,4.59260275556,83.9022881481,32.6720097298524,203056
05-24,晚上,7,3.92689691111,89.6311365829,25.606106265492237,151280
05-25,凌晨,2,4.56293135556,104.656374222,93.20868688913032,1220
05-25,凌晨,3,71.0120136,91.3049868889,82.24548958755989,1220
05-25,凌晨,4,9.53580895556,89.7711973333,66.37843958384437,45140
05-25,凌晨,5,5.04401526667,112.286,39.66205257393827,407380
05-25,凌晨,6,3.69909582222,100.150874825,35.84697440583539,251320
05-25,凌晨,7,2.0,109.595953846,28.26325136343259,196680
05-25,上午,2,6.81079757778,101.265596,71.18259732743843,1220
05-25,上午,3,9.53294182222,91.6938635556,63.935906240843295,1220
05-25,上午,4,3.6347417931,88.7536171111,56.10964071358069,45140
05-25,上午,5,2.42970228889,89.3617216667,36.65990312605104,407380
05-25,上午,6,2.55333333333,101.358205556,32.60098069763774,251320
05-25,上午,7,2.0,116.277,25.71100736338639,196680
05-25,中午,2,9.51711784444,94.7852741929,60.13238197516703,854
05-25,中午,3,13.6467044444,87.199476,73.07479886741987,854
05-25,中午,4,4.0220375746,80.6075753333,53.32495429478073,31598
05-25,中午,5,3.24974237931,71.2674932988,34.41148011288636,285166
05-25,中午,6,2.66855995402,94.1092980159,30.22980031243554,175924
05-25,中午,7,2.0,65.3723377672,23.905323225242082,137676
05-25,下午,2,11.3763781111,91.4430168889,52.8076934692905,854
05-25,下午,3,12.1965065333,85.6437217491,73.42000322901002,854
05-25,下午,4,4.81547968889,80.9804873333,50.27980551775017,31598
05-25,下午,5,3.28040521676,74.7979212762,33.87495945712728,285166
05-25,下午,6,3.95223057778,94.1735167176,29.627864353196873,175924
05-25,下午,7,2.0,64.9847826498,23.87265391329742,137676
05-25,傍晚,2,8.96284057778,92.9613201555,49.20742463369347,732
05-25,傍晚,3,10.5204895111,81.276276,73.62207834178068,732
05-25,傍晚,4,2.40243891111,81.3756262912,49.31722108838288,27084
05-25,傍晚,5,3.20071173673,70.9357411111,32.70897101389845,244428
05-25,傍晚,6,2.0,92.7752575891,28.15875408891019,150792
05-25,傍晚,7,3.4241588,67.5546491568,22.704681881949078,118008
05-25,晚上,2,6.37535348889,95.6549778074,72.02936955802966,976
05-25,晚上,3,65.5295153333,84.1973675556,75.77311719990776,976
05-25,晚上,4,3.96573777778,83.5934502222,59.6082127124235,36112
05-25,晚上,5,3.10794615556,79.1279373522,36.36660986841196,325904
05-25,晚上,6,4.67442846667,98.7841,32.240067093517865,201056
05-25,晚上,7,3.59936651111,74.5704744325,25.425679370126375,157344
05-26,凌晨,3,12.5704529333,92.0114693333,80.63397184100228,1220
05-26,凌晨,4,3.78859026667,87.0736686667,55.46841812125569,57340
05-26,凌晨,5,4.79168095556,103.78835843,39.09711624743926,380640
05-26,凌晨,6,2.0,108.223,35.55624967131097,290360
05-26,凌晨,7,2.0,93.1931,29.14856943152751,173400
05-26,上午,3,6.0120014,86.8869344444,78.35008420577022,1220
05-26,上午,4,2.94179317778,82.7742556418,46.41435640642264,57340
05-26,上午,5,2.48948615556,96.3262,35.94138821367361,380640
05-26,上午,6,2.0,86.1050632851,32.23769692730915,290360
05-26,上午,7,3.34161697471,86.6483382475,26.854972485533086,173400
05-26,中午,3,12.3203086667,80.9674826667,70.41657232014948,854
05-26,中午,4,2.70081206667,78.8390894987,43.28156479608196,40138
05-26,中午,5,3.94462103448,76.9099602554,33.93828780200747,266448
05-26,中午,6,3.53495475556,76.7988,29.890288935612947,203252
05-26,中午,7,3.68467341704,78.6972329304,25.285491171908255,121380
05-26,下午,3,7.04310668458,80.3875958333,63.900482012832,854
05-26,下午,4,2.7315071943,73.253628,40.03036925832498,40138
05-26,下午,5,4.25508146667,87.6613929052,33.3790558183158,266448
05-26,下午,6,3.2884122,78.2575,29.39383898128177,203252
05-26,下午,7,4.15689852723,76.1340286917,25.325046664892916,121380
05-26,傍晚,3,5.4281371954,79.2089297778,49.16668261112681,732
05-26,傍晚,4,2.61566583674,73.0226613333,39.026735239649284,34404
05-26,傍晚,5,3.63808742222,79.9559272078,32.23747272441276,228384
05-26,傍晚,6,2.59806053333,72.046807627,28.1021370882313,174216
05-26,傍晚,7,3.79615367945,77.236,24.297335659655772,104040
05-26,晚上,3,4.74564011111,83.7542326667,64.01037744157996,976
05-26,晚上,4,4.08545075556,79.89751,48.185387339193966,45872
05-26,晚上,5,3.89094404444,78.194988153,35.9563855213701,304512
05-26,晚上,6,3.28079177778,75.6409471891,32.171052986614804,232288
05-26,晚上,7,3.02557357778,85.1015057143,26.763249800259743,138720
05-27,凌晨,3,54.9250257778,88.1186673333,77.02777567336004,1220
05-27,凌晨,4,3.66427046667,98.3265051111,65.63358563430597,35380
05-27,凌晨,5,2.0,98.8027,38.91403196232732,398300
05-27,凌晨,6,2.0,101.896,35.82102330087806,263520
05-27,凌晨,7,2.0,89.0240292989,28.313580082959948,204540
05-27,上午,3,11.8449496222,86.4371222222,75.34715415665313,1220
05-27,上午,4,2.95038768889,90.1487335556,54.25554496039444,35380
05-27,上午,5,2.74080852126,85.0828920807,35.807181782359294,398300
05-27,上午,6,2.0,83.5503706368,32.581523065496405,263520
05-27,上午,7,2.0,83.4642,26.010452140247,204540
05-27,中午,3,20.5140333333,81.8349317778,74.24670047919231,854
05-27,中午,4,3.36833619638,78.1025882222,51.84701999983954,24766
05-27,中午,5,3.86983733333,74.4327,33.71133035809337,278810
05-27,中午,6,2.16692095837,67.6829954677,30.363224704271992,184464
05-27,中午,7,4.0,59.4099516595,23.98760227238935,143178
05-27,下午,3,5.31162097778,80.3198342529,73.11802251914378,854
05-27,下午,4,5.83268117778,78.3226713333,49.63842561907112,24766
05-27,下午,5,2.54817333333,92.7998416667,33.12440565692334,278810
05-27,下午,6,3.96334946622,82.5168666667,29.93088716872923,184464
05-27,下午,7,3.44673724444,77.0944,23.918148724264544,143178
05-27,傍晚,3,45.2848616667,80.9796397778,72.31785748119749,732
05-27,傍晚,4,2.24209451111,77.9751468889,48.068884487840094,21228
05-27,傍晚,5,2.86937591111,83.2109029526,31.838091253309813,238980
05-27,傍晚,6,3.5116958,63.3200953623,28.55175257186007,158112
05-27,傍晚,7,3.82663865768,63.5859432381,23.02713250094374,122724
05-27,晚上,3,57.5721124444,80.5864073333,71.59485726505221,976
05-27,晚上,4,5.85779531111,83.4012744444,58.42375304066356,28304
05-27,晚上,5,4.0,93.4444,35.589284297925246,318640
05-27,晚上,6,4.26666666667,81.5553,32.47058711836205,210816
05-27,晚上,7,3.52085129503,89.6311365829,25.715322157103156,163632
05-28,凌晨,4,10.0835797333,94.7430595556,60.26402833886602,46360
05-28,凌晨,5,5.60593106667,112.286,38.443140280394445,413740
05-28,凌晨,6,2.0,119.111,35.385765214533365,235460
05-28,凌晨,7,3.99155224444,107.675054455,29.174797903509848,207400
05-28,上午,4,2.20568611576,89.9081306667,52.04253088800123,46360
05-28,上午,5,2.84590955556,105.606,35.39120690460904,413740
05-28,上午,6,3.59498266667,105.185,31.838421634074958,235460
05-28,上午,7,3.06734386667,101.594022174,26.790628525473892,207400
05-28,中午,4,8.2627980216,79.7779142222,49.8484195145569,32452
05-28,中午,5,2.57706777011,72.1146337778,33.21634061522847,289618
05-28,中午,6,3.13130110119,100.255771888,29.56986741769134,164822
05-28,中午,7,3.63321296552,67.8793806667,25.096469559235263,145180
05-28,下午,4,5.65213971111,87.6613929052,47.878126103216054,32452
05-28,下午,5,2.65482099835,72.3429294271,32.684397818705605,289618
05-28,下午,6,3.95509328889,98.7060938603,29.137802096414394,164822
05-28,下午,7,3.99529383636,68.1080951111,24.962596570954613,145180
05-28,傍晚,4,3.29298601801,76.8087646667,45.51792423835006,27816
05-28,傍晚,5,3.057435,72.2525197778,31.710841996414747,248244
05-28,傍晚,6,3.36150733835,98.9175760366,28.020108719405663,141276
05-28,傍晚,7,3.9393952,79.4670263241,24.02315570698576,124440
05-28,晚上,4,6.03333333333,81.3166933333,53.75113949480398,37088
05-28,晚上,5,4.10208342222,76.2440518346,35.490972942000546,330992
05-28,晚上,6,3.69689204685,101.134489111,32.000255505173314,188368
05-28,晚上,7,3.74525393333,93.3617540475,26.581938980035094,165920
05-29,凌晨,2,6.49274455556,103.135106667,84.63154245827243,4880
05-29,凌晨,3,23.0637781785,99.600072,71.23471503660525,4880
05-29,凌晨,4,6.1839946567,86.2962026945,58.11774169062125,43920
05-29,凌晨,5,5.65938888889,112.286,38.984524036748816,401860
05-29,凌晨,6,9.10732844444,112.009382854,35.41353464040621,239120
05-29,凌晨,7,2.0,88.0004,28.297467658788136,207080
05-29,凌晨,8,6.6659374,36.5646373333,18.43191670795212,1220
05-29,上午,2,3.24122007126,98.0467562222,66.66212863130862,4880
05-29,上午,3,3.49472391323,98.8022946667,70.72683716542758,4880
05-29,上午,4,4.1057298,83.8364733333,49.96254987532217,43920
05-29,上午,5,2.60344288889,96.7895,35.854525443863366,401860
05-29,上午,6,2.63854351111,92.9369531438,32.50426481153065,239120
05-29,上午,7,2.0,83.8588,26.178832674724614,207080
05-29,上午,8,3.78331327594,27.3202673333,12.058349037606492,1220
05-29,中午,2,9.32974086667,94.6528013997,61.080299310094226,3416
05-29,中午,3,7.08338543731,95.0105915556,69.90097520011557,3416
05-29,中午,4,2.10117963218,75.6287792564,47.65209782505828,30744
05-29,中午,5,2.6657062,72.1146337778,33.48146641321107,281302
05-29,中午,6,2.93205914815,77.4564825378,30.6964832815053,167384
05-29,中午,7,3.50605191111,75.2165,24.318873846738352,144956
05-29,中午,8,3.91670137892,17.4627004,7.974181300684735,854
05-29,下午,2,10.1636468727,90.3090992882,55.95683140039087,3416
05-29,下午,3,17.2136009556,92.8983604466,71.04205417242228,3416
05-29,下午,4,4.18713211111,73.8679928889,44.54447929869243,30744
05-29,下午,5,2.88719017945,74.5687447449,33.10317143469451,281302
05-29,下午,6,4.0,76.524805852,30.24920352015615,167384
05-29,下午,7,3.77604531111,69.9099749764,24.16257112347767,144956
05-29,下午,8,3.89105662375,17.5660196444,8.41091896800938,854
05-29,傍晚,2,7.14697215556,92.9985861325,51.75390772087619,2928
05-29,傍晚,3,11.8607441111,92.0529062529,68.84112230429109,2928
05-29,傍晚,4,2.44938495721,71.8499913333,43.31822512134178,26352
05-29,傍晚,5,3.43511875556,72.2525197778,31.674554140646855,241116
05-29,傍晚,6,3.5276176,72.9747365455,28.98581411360656,143472
05-29,傍晚,7,3.07818278256,78.8471843639,23.08780972904404,124248
05-29,傍晚,8,3.89796871111,20.3601930222,13.062233795624755,732
05-29,晚上,2,7.17490211111,94.208802,69.61823614954675,3904
05-29,晚上,3,36.1059226667,92.0825797778,71.16892111616866,3904
05-29,晚上,4,4.28072991111,78.5610504444,51.83199806226402,35136
05-29,晚上,5,2.23488,85.3864155577,35.63888560820896,321488
05-29,晚上,6,4.26666666667,81.1469091111,32.546385217170595,191296
05-29,晚上,7,3.47675351111,81.3483419913,25.825142686621277,165664
05-29,晚上,8,6.61755142222,24.4413165778,14.452772729540687,976
05-30,凌晨,3,59.3569795556,89.2149646667,76.69767324880982,1220
05-30,凌晨,4,14.2421397778,95.0872,61.613389666137486,47580
05-30,凌晨,5,3.42672002222,100.068340741,38.93584501389093,357300
05-30,凌晨,6,13.802446358,108.437635613,36.669375779909345,272060
05-30,凌晨,7,9.85152011607,95.2464,29.245266545834145,224800
05-30,上午,3,13.0398411778,87.8887997778,70.36412549975547,1220
05-30,上午,4,2.95038768889,98.3985870204,52.20191978756943,47580
05-30,上午,5,3.28942582222,94.2573,36.01660284251326,357300
05-30,上午,6,3.5711641306,93.9736109122,33.32945254073294,272060
05-30,上午,7,3.18199644444,83.6514,26.789197982473066,224800
05-30,中午,3,16.4162232004,81.8617775431,72.73738484960313,854
05-30,中午,4,4.39249769623,79.4146322222,49.350429326618666,33306
05-30,中午,5,2.21478766667,80.2468333333,33.76913419918363,250110
05-30,中午,6,4.08976034858,80.770342,30.915059081393736,190442
05-30,中午,7,3.35722387527,84.2433515286,24.969307822138624,157360
05-30,下午,3,15.0348040018,80.8208208429,73.57798789331449,854
05-30,下午,4,3.58752221821,78.0353497643,46.08623263062836,33306
05-30,下午,5,2.54817333333,87.6613929052,33.096846911311076,250110
05-30,下午,6,3.23492333333,82.5168666667,30.579010894939678,190442
05-30,下午,7,3.86675208429,62.1659130556,24.94319480210359,157360
05-30,傍晚,3,34.9363382222,82.6432037915,75.00277257456248,732
05-30,傍晚,4,3.22462655714,80.2924175556,44.66110801119787,28548
05-30,傍晚,5,3.09904531111,73.046335,31.99758264094171,214380
05-30,傍晚,6,2.36994367816,73.4495408182,29.538367643857644,163236
05-30,傍晚,7,3.2285337266,63.9264114949,23.89247682955141,134880
05-30,晚上,3,60.2537091111,81.7776928889,72.97969187106675,976
05-30,晚上,4,3.82367104444,85.5154124444,53.81237673171477,38064
05-30,晚上,5,2.97119786667,81.0108184921,35.72092530708645,285840
05-30,晚上,6,4.26666666667,77.996625,33.54845586665421,217648
05-30,晚上,7,3.10624428889,85.1015057143,26.70526926778685,179840
05-31,凌晨,2,31.4898613333,87.3760373333,76.60331379776161,2440
05-31,凌晨,3,5.58699013333,92.3645446667,77.91561468681705,3660
05-31,凌晨,4,5.70649353333,85.774496,62.51149698841129,51240
05-31,凌晨,5,2.64966721449,118.291,39.38810371497238,374700
05-31,凌晨,6,3.95276666667,115.461958042,35.437605285444675,257420
05-31,凌晨,7,2.22213132653,109.438380487,28.575772624001367,212280
05-31,凌晨,8,16.0113317778,50.2583002222,25.951120732543465,1220
05-31,上午,2,13.753314469,85.2269977778,67.08778529714844,2440
05-31,上午,3,9.27261973041,89.3443626667,61.10222093686988,3660
05-31,上午,4,3.02866151067,85.3339102222,51.531922260851665,51240
05-31,上午,5,2.48948615556,116.127,36.302415744847536,374700
05-31,上午,6,2.0,88.1456474573,32.17428131421645,257420
05-31,上午,7,3.28924565038,82.5054,26.154939335339108,212280
05-31,上午,8,9.18795405426,29.6361666667,18.44645738914634,1220
05-31,中午,2,16.7187203571,82.6194845784,68.36108214307724,1708
05-31,中午,3,11.4934771176,84.2621826667,61.672801985388524,2562
05-31,中午,4,3.23635195556,80.598584647,45.879824993507796,35868
05-31,中午,5,3.97602112019,115.473779114,34.36954303144817,262290
05-31,中午,6,2.5538145731,61.4908255136,29.83948921064299,180194
05-31,中午,7,3.13562379002,85.3978,24.095043987120455,148596
05-31,中午,8,8.56610244444,22.3592783149,15.229593447033855,854
05-31,下午,2,30.2744397778,80.4735939833,67.69529348366758,1708
05-31,下午,3,5.88122194023,81.1297906667,59.47590402395913,2562
05-31,下午,4,2.7315071943,75.6721528889,41.08063324569283,35868
05-31,下午,5,3.85146073563,115.44709612,33.91272732243527,262290
05-31,下午,6,2.0,65.9993727044,29.370758081368294,180194
05-31,下午,7,3.27996705747,75.0769,23.99525492197566,148596
05-31,下午,8,8.5587339203,23.2510013623,14.954120818090558,854
05-31,傍晚,2,10.4126612965,78.0262911774,65.67209899616151,1464
05-31,傍晚,3,4.92293147126,80.9178179234,61.46130275460819,2196
05-31,傍晚,4,2.67728824716,76.6760735556,39.94713909644944,30744
05-31,傍晚,5,2.87165446667,109.906,32.577082549454104,224820
05-31,傍晚,6,3.21185826667,62.4532691256,28.606687450891545,154452
05-31,傍晚,7,3.27639357778,74.5582,23.02349613083813,127368
05-31,傍晚,8,8.95527899805,24.3125828889,19.708428924128118,732
05-31,晚上,2,40.2069091111,80.2433064444,69.30667250443236,1952
05-31,晚上,3,5.9030354,84.6210504444,72.01527915190634,2928
05-31,晚上,4,4.45968922222,77.5914266667,53.305820101747244,40992
05-31,晚上,5,3.90322428889,115.500740741,36.317786622127855,299760
05-31,晚上,6,3.89079566667,70.2983940476,32.27103479443196,205936
05-31,晚上,7,2.97734511111,77.8496226667,25.796452548074093,169824
05-31,晚上,8,13.454159,29.1147882667,19.551126972757043,976
